Asset_ID,Asset_Type,Status,Department,Assigned_To,Acquisition_Date,Asset_Age,Warranty_Expiry_Date,Days_to_Warranty_Expiry,Warranty_Status,License_Expiry_Date,Maintenance_Cost,Repair_Count,Repair_Intensity,Is_High_Cost,Vendor_Name,Location,Compliance_Status,OS_Version
ASSET_0471,Server,In Use,Operations,User_164,2023-07-21,2.8,2027-07-21,456,Active,2026-10-21,789.58,2,0.71,0,Dell,Taipei,Compliant,Windows Server 2022
ASSET_0472,Laptop,In Use,Sales,User_327,2024-11-07,1.4,2027-11-07,565,Active,2027-02-07,114.74,1,0.71,0,Lenovo,Hsinchu,Compliant,Windows 11
ASSET_0473,Desktop,In Use,HR,User_317,2022-10-05,3.5,2025-10-05,-198,Expired,2024-04-05,431.97,2,0.57,0,Lenovo,Other,At Risk,Windows 11
ASSET_0474,Laptop,In Use,R&D,User_186,2022-02-25,4.2,2025-02-25,-420,Expired,2023-06-25,7600.0,4,0.95,1,Dell,Other,Non-Compliant,Windows 11
ASSET_0475,Monitor,In Use,Sales,User_307,2024-09-30,1.6,2027-09-30,527,Active,,41.78,2,1.25,0,HP,Taichung,Compliant,Not Applicable
ASSET_0476,Tablet,In Use,Sales,User_331,2020-09-21,5.6,2022-09-21,-1308,Expired,2022-01-21,2307.17,4,0.71,1,Dell,Taipei,Non-Compliant,Win 11
ASSET_0477,Laptop,In Use,Sales,User_387,2022-06-07,3.9,2025-06-07,-318,Expired,2023-12-07,900.65,5,1.28,1,Dell,Taichung,At Risk,Windows 11
ASSET_0478,Laptop,In Use,R&D,User_293,2023-01-28,3.2,2026-01-28,-83,Expired,2024-02-28,1053.66,1,0.31,1,Apple,Hsinchu,At Risk,macOS 13
ASSET_0479,Tablet,In Use,Operations,User_224,2021-05-30,4.9,2023-05-30,-1057,Expired,2022-10-30,1084.62,2,0.41,1,Apple,Other,Non-Compliant,Android 14
ASSET_0480,Tablet,In Use,Operations,User_076,2021-09-05,4.6,2023-09-05,-959,Expired,2022-11-05,2238.81,8,1.74,1,Apple,Taipei,Non-Compliant,iPadOS 18
ASSET_0481,Laptop,In Use,HR,User_126,2025-08-12,0.7,2028-08-12,844,Active,2028-06-12,172.66,3,4.29,0,Apple,Other,Compliant,macOS 13
ASSET_0482,Monitor,In Use,Sales,User_244,2024-01-07,2.3,2027-01-07,261,Active,,81.82,5,2.17,0,HP,Taichung,At Risk,Not Applicable
ASSET_0483,Server,In Use,R&D,,2021-11-24,4.4,2025-11-24,-148,Expired,2025-09-24,1753.01,1,0.23,1,Cisco,Hsinchu,Non-Compliant,Windows Server 2022
ASSET_0484,Server,In Use,R&D,,2025-03-14,1.1,2029-09-14,1242,Active,2027-10-14,415.24,2,1.82,0,Cisco,Cloud,Compliant,VMware ESXi
ASSET_0485,Laptop,In Use,Sales,User_277,2024-07-06,1.8,2027-07-06,441,Active,2026-10-06,362.89,2,1.11,0,Lenovo,Hsinchu,Compliant,Windows 10
ASSET_0486,Desktop,In Use,Operations,User_206,2021-07-17,4.8,2024-07-17,-643,Expired,2022-09-17,1309.57,5,1.04,1,Dell,Hsinchu,Non-Compliant,Windows 11
ASSET_0487,Desktop,In Use,IT,User_232,2021-05-20,4.9,2024-11-20,-517,Expired,2022-08-20,922.18,5,1.02,1,Lenovo,Taipei,Non-Compliant,Windows 11
ASSET_0488,Laptop,In Use,Sales,User_335,2023-02-20,3.2,2026-02-20,-60,Expired,,3425.98,8,2.5,1,HP,Taipei,Non-Compliant,Windows 11
ASSET_0489,Monitor,In Use,R&D,User_316,2022-07-27,3.7,2025-07-27,-268,Expired,,1673.97,1,0.27,1,Dell,Taipei,Non-Compliant,Not Applicable
ASSET_0490,Server,In Use,IT,User_141,2024-08-18,1.7,2028-08-18,850,Active,2028-04-18,320.86,3,1.76,0,HP,Cloud,Compliant,Windows Server 2022
ASSET_0491,Tablet,In Use,HR,User_046,2026-03-08,0.1,2029-03-08,1052,Active,2027-09-08,107.78,3,30.0,0,Apple,Other,Compliant,Win 11
ASSET_0492,Server,In Use,IT,User_141,2021-07-10,4.8,2026-07-10,80,Active,2023-10-10,1421.94,5,1.04,1,Lenovo,Cloud,Non-Compliant,RHEL 9
ASSET_0493,Tablet,In Use,Operations,User_001,2021-01-13,5.3,2023-01-13,-1194,Expired,2022-09-13,4860.76,5,0.94,1,Apple,Taichung,Non-Compliant,iPadOS 18
ASSET_0494,Laptop,In Use,Finance,User_039,2023-03-07,3.1,2026-09-07,139,Active,2025-08-07,102.39,2,0.65,0,Dell,Hsinchu,At Risk,Windows 11
ASSET_0495,Server,Retired,R&D,,2020-07-16,5.8,2024-07-16,-644,Expired,2023-09-16,7600.0,8,1.38,1,HP,Hsinchu,Non-Compliant,RHEL 9
ASSET_0496,Tablet,In Use,R&D,User_016,2024-01-29,2.2,2026-01-29,-82,Expired,2025-02-28,387.07,3,1.36,0,Apple,Hsinchu,At Risk,Android 14
ASSET_0497,Laptop,In Use,Finance,User_025,2025-04-17,1.0,2028-04-17,727,Active,2026-05-17,2431.59,1,1.0,1,HP,Hsinchu,Compliant,Windows 11
ASSET_0498,Laptop,In Use,HR,User_047,2021-01-23,5.2,2024-01-23,-819,Expired,2023-06-23,568.56,2,0.38,0,Lenovo,Hsinchu,Non-Compliant,Windows 11
ASSET_0499,Desktop,In Use,R&D,User_269,2024-07-22,1.7,2027-07-22,457,Active,2025-09-22,128.73,2,1.18,0,Lenovo,Taichung,Compliant,Windows 10
ASSET_0500,Desktop,In Use,Finance,User_015,2024-08-20,1.7,2028-02-20,670,Active,2027-07-20,340.23,0,0.0,0,Lenovo,Hsinchu,Compliant,Windows 10
ASSET_0501,Tablet,In Use,HR,User_205,2025-08-23,0.7,2027-08-23,489,Active,2028-05-23,244.18,0,0.0,0,Apple,Taipei,Compliant,iPadOS 18
ASSET_0502,Laptop,Stock,R&D,User_208,2021-11-15,4.4,2024-11-15,-522,Expired,2023-04-15,516.35,3,0.68,0,HP,Taipei,Non-Compliant,Windows 10
ASSET_0503,Monitor,Retired,Finance,,2021-04-15,5.0,2024-04-15,-736,Expired,,1960.96,8,1.6,1,Dell,Taipei,Non-Compliant,Not Applicable
ASSET_0504,Monitor,In Use,Operations,User_001,2026-03-29,0.1,2029-03-29,1073,Active,,34.89,0,0.0,0,Apple,Other,Compliant,Not Applicable
ASSET_0505,Tablet,In Use,Operations,User_247,2022-11-12,3.4,2024-11-12,-525,Expired,2024-04-12,294.99,1,0.29,0,Apple,Taichung,At Risk,iPadOS 18
ASSET_0506,Laptop,Stock,R&D,User_264,2025-05-15,0.9,2029-05-15,1120,Active,2027-09-15,104.2,1,1.11,0,Dell,Hsinchu,Compliant,Windows 11
ASSET_0507,Laptop,In Use,HR,User_064,2021-12-05,4.4,2024-12-05,-502,Expired,2024-10-05,1427.78,5,1.14,1,Dell,Taipei,Non-Compliant,Windows 11
ASSET_0508,Tablet,Stock,IT,,2021-06-16,4.8,2023-06-16,-1040,Expired,2023-02-16,478.42,3,0.62,0,Lenovo,Hsinchu,Non-Compliant,Win 11
ASSET_0509,Laptop,In Use,HR,User_078,2021-09-30,4.6,2024-09-30,-568,Expired,2023-04-30,689.7,7,1.52,0,Dell,Other,Non-Compliant,Windows 11
ASSET_0510,Laptop,In Use,Sales,User_266,2024-06-22,1.8,2028-06-22,793,Active,2025-12-22,71.38,0,0.0,0,Apple,Taipei,Compliant,macOS 14
ASSET_0511,Laptop,In Use,Finance,User_040,2024-01-21,2.2,2028-01-21,640,Active,2025-03-21,214.45,0,0.0,0,HP,Taichung,At Risk,Windows 10
ASSET_0512,Laptop,Stock,Sales,User_274,2021-11-26,4.4,2024-11-26,-511,Expired,2024-02-26,5450.0,4,0.91,1,Dell,Taipei,Non-Compliant,Windows 11
ASSET_0513,Server,In Use,IT,User_091,2021-11-26,4.4,2025-11-26,-146,Expired,2024-05-26,963.23,1,0.23,1,Cisco,Cloud,At Risk,Windows Server 2022
ASSET_0514,Tablet,In Use,R&D,User_286,2024-11-06,1.5,2026-11-06,199,Active,2026-03-06,178.36,0,0.0,0,Lenovo,Other,Compliant,Android 14
ASSET_0515,Desktop,In Use,Operations,User_100,2021-06-23,4.8,2024-12-23,-484,Expired,2023-01-23,2653.38,10,2.08,1,HP,Taichung,Non-Compliant,Ubuntu 22.04
ASSET_0516,Tablet,In Use,HR,,2026-02-26,0.1,2028-08-26,858,Active,2028-08-26,140.48,0,0.0,0,Apple,Other,Compliant,Win 11
ASSET_0517,Laptop,In Use,Finance,User_025,2023-04-30,3.0,2026-10-30,192,Active,,839.16,3,1.0,0,HP,Taichung,Compliant,Windows 11
ASSET_0518,Server,Stock,IT,,2021-01-15,5.3,2025-01-15,-461,Expired,2022-12-15,3915.97,4,0.75,1,Cisco,Cloud,Non-Compliant,RHEL 9
ASSET_0519,Desktop,In Use,Sales,User_392,2021-06-27,4.8,2024-06-27,-663,Expired,2023-09-27,1091.36,4,0.83,1,Dell,Taichung,Non-Compliant,Windows 10
ASSET_0520,Desktop,Stock,IT,,2022-06-19,3.8,2025-06-19,-306,Expired,2025-01-19,1026.66,1,0.26,1,Dell,Taipei,At Risk,Windows 10
ASSET_0521,Desktop,Stock,HR,,2022-08-11,3.7,2025-08-11,-253,Expired,2023-12-11,613.51,4,1.08,0,Dell,Other,Non-Compliant,Windows 10
ASSET_0522,Laptop,In Use,Sales,User_019,2023-01-30,3.2,2026-01-30,-81,Expired,2024-05-30,434.34,3,0.94,0,HP,Taipei,Non-Compliant,Windows 10
ASSET_0523,Server,In Use,Operations,User_046,2025-04-05,1.0,2029-04-05,1080,Active,2026-08-05,194.72,2,2.0,0,Lenovo,Other,Compliant,RHEL 9
ASSET_0524,Tablet,In Use,Sales,User_393,2026-02-13,0.2,2028-02-13,663,Active,2027-07-13,104.17,1,5.0,0,Lenovo,Taichung,Compliant,iPadOS 18
ASSET_0525,Monitor,In Use,Finance,User_167,2025-04-04,1.0,2028-10-04,897,Active,,39.69,0,0.0,0,Dell,Hsinchu,Compliant,Not Applicable
ASSET_0526,Laptop,In Use,R&D,User_277,2021-12-29,4.3,2025-06-29,-296,Expired,2023-02-28,916.89,1,0.23,1,Lenovo,Hsinchu,Non-Compliant,Windows 10
ASSET_0527,Tablet,Stock,IT,,2025-03-15,1.1,2027-09-15,512,Active,2027-12-15,69.7,0,0.0,0,Lenovo,Hsinchu,Compliant,Win 11
ASSET_0528,Desktop,Decommissioned,IT,,2025-03-08,1.1,2028-09-08,871,Active,2026-08-08,1010.9,0,0.0,1,HP,Taichung,Compliant,Windows 11
ASSET_0529,Desktop,In Use,Operations,User_230,2024-12-14,1.3,2027-12-14,602,Active,,166.04,2,1.54,0,Apple,Other,Compliant,macOS 14
ASSET_0530,Monitor,In Use,HR,User_048,2026-01-16,0.3,2029-01-16,1001,Active,,30.42,0,0.0,0,Lenovo,Taipei,Compliant,Not Applicable
ASSET_0531,Monitor,In Use,Finance,User_038,2025-02-09,1.2,2028-02-09,659,Active,,175.14,1,0.83,0,Dell,Other,Compliant,Not Applicable
ASSET_0532,Desktop,In Use,Finance,User_037,2025-05-05,1.0,2028-05-05,745,Active,2027-06-05,182.13,2,2.0,0,Dell,Taipei,Compliant,Windows 11
ASSET_0533,Monitor,In Use,R&D,User_335,2022-06-15,3.8,2025-06-15,-310,Expired,,350.17,2,0.53,0,Apple,Taipei,Non-Compliant,Not Applicable
ASSET_0534,Laptop,In Use,Sales,User_319,2025-08-02,0.7,2028-08-02,834,Active,2026-08-02,166.54,1,1.43,0,Lenovo,Taichung,Compliant,Windows 11
ASSET_0535,Desktop,In Use,Finance,User_042,2022-11-10,3.4,2026-05-10,19,Active,2024-09-10,815.96,9,2.65,0,Dell,Taipei,Non-Compliant,Windows 11
ASSET_0536,Server,In Use,R&D,,2022-01-20,4.2,2026-01-20,-91,Expired,2024-07-20,489.35,2,0.48,0,Dell,Hsinchu,At Risk,RHEL 9
ASSET_0537,Laptop,In Use,IT,User_123,2024-01-18,2.3,2028-01-18,637,Active,,416.76,1,0.43,0,Apple,Hsinchu,Compliant,macOS 15
ASSET_0538,Laptop,In Use,Sales,User_310,2021-06-02,4.9,2025-06-02,-323,Expired,2024-01-02,1108.07,4,0.82,1,HP,Other,Non-Compliant,Windows 11
ASSET_0539,Server,In Use,R&D,,2025-12-21,0.3,2030-06-21,1522,Active,2027-04-21,109.75,0,0.0,0,HP,Hsinchu,Compliant,Ubuntu 22.04
ASSET_0540,Server,Stock,IT,User_103,2023-07-04,2.8,2027-07-04,439,Active,2025-12-04,596.13,0,0.0,0,HP,Cloud,Compliant,Windows Server 2022
ASSET_0541,Desktop,Decommissioned,Finance,,2020-11-19,5.4,2024-05-19,-702,Expired,2023-07-19,2352.54,6,1.11,1,Dell,Hsinchu,Non-Compliant,Windows 11
ASSET_0542,Server,In Use,R&D,,2021-10-06,4.5,2026-04-06,-15,Expired,2024-08-06,3213.05,2,0.44,1,HP,Hsinchu,Non-Compliant,Windows Server 2022
ASSET_0543,Tablet,Stock,Finance,User_045,2025-01-01,1.3,2027-07-01,436,Active,2026-09-01,71.94,0,0.0,0,HP,Taipei,Compliant,iPadOS 18
ASSET_0544,Tablet,Decommissioned,Operations,,2024-03-26,2.1,2026-03-26,-26,Expired,2025-09-26,200.46,0,0.0,0,Apple,Taichung,Non-Compliant,Win 11
ASSET_0545,Monitor,In Use,Finance,User_115,2025-06-05,0.9,2028-06-05,776,Active,,65.67,1,1.11,0,HP,Taipei,Compliant,Not Applicable
ASSET_0546,Tablet,In Use,Sales,User_200,2022-09-21,3.6,2025-09-21,-212,Expired,2023-09-21,809.44,7,1.94,0,Apple,Other,Non-Compliant,Android 14
ASSET_0547,Laptop,In Use,Sales,User_219,2021-08-18,4.7,2024-08-18,-611,Expired,2023-06-18,2007.46,5,1.06,1,Lenovo,Other,Non-Compliant,Windows 10
ASSET_0548,Monitor,In Use,HR,User_339,2023-08-14,2.7,2026-08-14,115,Active,,103.76,1,0.37,0,Dell,Other,Compliant,Not Applicable
ASSET_0549,Laptop,In Use,R&D,User_172,2024-09-14,1.6,2027-09-14,511,Active,,336.07,3,1.88,0,Apple,Taipei,Compliant,macOS 13
ASSET_0550,Laptop,In Use,Sales,User_267,2023-12-06,2.4,2026-12-06,229,Active,,207.44,3,1.25,0,Apple,Taipei,Compliant,macOS 14
ASSET_0551,Laptop,In Use,HR,User_048,2023-05-27,2.9,2026-05-27,36,Active,2025-04-27,2292.16,5,1.72,1,Apple,Hsinchu,At Risk,macOS 15
ASSET_0552,Monitor,In Use,Operations,User_327,2025-10-15,0.5,2029-10-15,1273,Active,,178.84,2,4.0,0,Dell,Other,Compliant,Not Applicable
ASSET_0553,Laptop,In Use,IT,User_098,2024-11-30,1.4,2028-05-30,770,Active,2026-01-30,205.86,3,2.14,0,Apple,Hsinchu,Compliant,macOS 14
ASSET_0554,Server,Stock,Operations,,2024-09-09,1.6,2029-09-09,1237,Active,2027-05-09,191.92,1,0.62,0,HP,Taipei,Compliant,Windows Server 2022
ASSET_0555,Desktop,In Use,Finance,User_176,2021-09-23,4.6,2024-09-23,-575,Expired,2023-06-23,294.44,6,1.3,0,Lenovo,Taichung,Non-Compliant,Windows 11
ASSET_0556,Desktop,In Use,HR,User_061,2023-03-25,3.1,2026-03-25,-27,Expired,,1333.33,1,0.32,1,Dell,Other,At Risk,Windows 11
ASSET_0557,Server,In Use,HR,User_061,2024-03-29,2.1,2028-03-29,708,Active,2025-05-29,2521.86,4,1.9,1,HP,Taipei,At Risk,Windows Server 2022
ASSET_0558,Laptop,In Use,R&D,,2022-08-26,3.7,2025-08-26,-238,Expired,,1174.04,8,2.16,1,Dell,Other,Non-Compliant,Windows 11
ASSET_0559,Desktop,In Use,Finance,User_243,2023-09-18,2.6,2026-09-18,150,Active,2026-01-18,330.96,2,0.77,0,Lenovo,Hsinchu,Compliant,Windows 10
ASSET_0560,Monitor,In Use,IT,User_100,2025-05-12,0.9,2028-11-12,936,Active,,237.26,1,1.11,0,HP,Cloud,Compliant,Not Applicable
ASSET_0561,Laptop,In Use,R&D,User_262,2021-12-15,4.3,2025-12-15,-127,Expired,2024-01-15,520.45,4,0.93,0,Dell,Other,Non-Compliant,Windows 11
ASSET_0562,Monitor,In Use,IT,User_285,2024-10-14,1.5,2027-10-14,541,Active,,189.49,0,0.0,0,Dell,Other,Compliant,Not Applicable
ASSET_0563,Server,Stock,R&D,,2022-06-03,3.9,2026-06-03,43,Active,2023-07-03,1357.36,3,0.77,1,Cisco,Cloud,Non-Compliant,RHEL 9
ASSET_0564,Tablet,In Use,R&D,User_255,2026-02-08,0.2,2028-02-08,658,Active,2027-04-08,292.36,1,5.0,0,Lenovo,Other,Compliant,iPadOS 18
ASSET_0565,Desktop,In Use,Operations,User_217,2026-04-16,0.0,2029-04-16,1091,Active,2027-11-16,181.9,0,0.0,0,Lenovo,Taichung,Compliant,Windows 11
ASSET_0566,Server,In Use,R&D,,2022-02-10,4.2,2026-02-10,-70,Expired,2023-07-10,1735.76,6,1.43,1,Lenovo,Other,Non-Compliant,RHEL 9
ASSET_0567,Laptop,In Use,Sales,,2025-08-11,0.7,2028-08-11,843,Active,,132.45,1,1.43,0,Apple,Other,Compliant,macOS 14
ASSET_0568,Laptop,In Use,Finance,User_017,2022-05-22,3.9,2025-05-22,-334,Expired,,1092.29,7,1.79,1,Apple,Taichung,Non-Compliant,macOS 14
ASSET_0569,Laptop,In Use,IT,User_304,2023-04-15,3.0,2026-04-15,-6,Expired,,4760.88,7,2.33,1,Lenovo,Other,Non-Compliant,Windows 10
ASSET_0570,Desktop,In Use,Finance,User_020,2023-07-29,2.7,2027-01-29,283,Active,2025-01-29,319.14,2,0.74,0,Lenovo,Taipei,Compliant,Windows 10
ASSET_0571,Monitor,In Use,Operations,,2023-10-27,2.5,2026-10-27,189,Active,,114.55,3,1.2,0,Dell,Hsinchu,Compliant,Not Applicable
ASSET_0572,Server,Stock,Operations,,2021-11-07,4.5,2025-11-07,-165,Expired,2023-06-07,2063.7,8,1.78,1,Cisco,Taichung,Non-Compliant,RHEL 9
ASSET_0573,Desktop,In Use,IT,User_156,2024-10-03,1.5,2027-10-03,530,Active,2026-12-03,306.42,4,2.67,0,Lenovo,Hsinchu,Compliant,Windows 10
ASSET_0574,Server,In Use,IT,User_267,2023-04-25,3.0,2027-04-25,369,Active,2024-10-25,459.95,5,1.67,0,Cisco,Hsinchu,At Risk,Windows Server 2022
ASSET_0575,Laptop,Stock,Operations,,2023-10-17,2.5,2026-10-17,179,Active,2026-01-17,264.12,2,0.8,0,HP,Taichung,At Risk,Windows 11
ASSET_0576,Server,In Use,R&D,User_372,2026-01-29,0.2,2030-07-29,1560,Active,2029-01-29,456.16,0,0.0,0,Dell,Other,Compliant,Windows Server 2022
ASSET_0577,Desktop,Stock,IT,User_095,2025-07-12,0.8,2029-01-12,997,Active,2026-10-12,73.1,0,0.0,0,Lenovo,Taichung,Compliant,Windows 11
ASSET_0578,Server,In Use,IT,User_117,2021-06-08,4.9,2025-06-08,-317,Expired,2023-05-08,2311.91,6,1.22,1,Cisco,Cloud,Non-Compliant,RHEL 9
ASSET_0579,Monitor,Stock,IT,User_188,2021-06-22,4.8,2024-06-22,-668,Expired,,103.61,8,1.67,0,HP,Hsinchu,Non-Compliant,Not Applicable
ASSET_0580,Laptop,In Use,HR,User_218,2023-06-11,2.9,2026-06-11,51,Active,,421.08,1,0.34,0,Lenovo,Taipei,Compliant,Windows 11
ASSET_0581,Laptop,In Use,Finance,User_180,2024-07-08,1.8,2027-07-08,443,Active,2027-05-08,265.04,5,2.78,0,Dell,Taipei,Non-Compliant,Windows 10
ASSET_0582,Desktop,In Use,Sales,User_350,2025-02-19,1.2,2028-02-19,669,Active,2026-03-19,31.18,1,0.83,0,Lenovo,Other,Compliant,Windows 11
ASSET_0583,Monitor,In Use,IT,User_087,2023-06-29,2.8,2026-12-29,252,Active,,111.95,2,0.71,0,HP,Taipei,Compliant,Not Applicable
ASSET_0584,Laptop,In Use,Sales,User_345,2023-11-08,2.4,2026-11-08,201,Active,,49.43,1,0.42,0,Lenovo,Other,At Risk,Windows 11
ASSET_0585,Desktop,Stock,Finance,User_009,2025-03-31,1.1,2028-03-31,710,Active,2027-02-28,225.6,0,0.0,0,Dell,Other,Compliant,Windows 11
ASSET_0586,Server,In Use,R&D,User_106,2022-10-15,3.5,2026-10-15,177,Active,2026-04-15,980.03,3,0.86,1,Cisco,Taipei,Non-Compliant,RHEL 9
ASSET_0587,Monitor,In Use,HR,User_341,2024-08-08,1.7,2027-08-08,474,Active,,29.58,0,0.0,0,Lenovo,Other,Compliant,Not Applicable
ASSET_0588,Laptop,In Use,HR,User_060,2023-06-01,2.9,2027-06-01,406,Active,,143.84,0,0.0,0,Dell,Other,Compliant,Windows 11
ASSET_0589,Monitor,In Use,Finance,User_078,2024-06-02,1.9,2027-06-02,407,Active,,155.49,2,1.05,0,Dell,Taichung,Compliant,Not Applicable
ASSET_0590,Server,In Use,IT,User_098,2024-12-11,1.4,2028-12-11,965,Active,2026-10-11,254.99,3,2.14,0,Cisco,Hsinchu,Compliant,Ubuntu 22.04
ASSET_0591,Server,Stock,IT,,2023-09-26,2.6,2027-09-26,523,Active,2025-10-26,402.76,1,0.38,0,HP,Cloud,Compliant,Windows Server 2022
ASSET_0592,Desktop,In Use,Finance,User_003,2022-08-06,3.7,2026-02-06,-74,Expired,2023-11-06,810.92,4,1.08,0,Lenovo,Taipei,Non-Compliant,Windows 11
ASSET_0593,Laptop,In Use,HR,,2025-06-15,0.8,2028-06-15,786,Active,2027-05-15,1619.42,1,1.25,1,Lenovo,Taichung,Compliant,Windows 10
ASSET_0594,Laptop,In Use,Sales,User_022,2025-08-01,0.7,2028-08-01,833,Active,2027-12-01,174.74,1,1.43,0,HP,Taipei,Compliant,Windows 11
ASSET_0595,Monitor,In Use,Operations,User_098,2025-11-14,0.4,2028-11-14,938,Active,,39.08,0,0.0,0,Dell,Hsinchu,Compliant,Not Applicable
ASSET_0596,Laptop,In Use,R&D,User_251,2024-08-25,1.7,2027-08-25,491,Active,2025-08-25,206.71,4,2.35,0,HP,Taichung,At Risk,Windows 11
ASSET_0597,Monitor,In Use,IT,User_128,2023-03-29,3.1,2026-09-29,161,Active,,291.33,4,1.29,0,Lenovo,Hsinchu,Non-Compliant,Not Applicable
ASSET_0598,Laptop,In Use,Finance,,2021-09-28,4.6,2024-09-28,-570,Expired,2024-01-28,1897.36,6,1.3,1,Dell,Taipei,Non-Compliant,Windows 10
ASSET_0599,Tablet,Retired,Sales,,2026-04-13,0.0,2028-04-13,723,Active,2028-03-13,64.31,0,0.0,0,Apple,Taichung,Compliant,Android 14
ASSET_0600,Laptop,In Use,R&D,,2025-02-03,1.2,2028-02-03,653,Active,2027-12-03,175.07,0,0.0,0,Lenovo,Hsinchu,Compliant,Windows 11
ASSET_0601,Tablet,In Use,Sales,User_246,2023-11-21,2.4,2025-11-21,-151,Expired,2024-11-21,382.92,1,0.42,0,Dell,Other,At Risk,iPadOS 18
ASSET_0602,Laptop,In Use,Operations,User_188,2023-12-19,2.3,2026-12-19,242,Active,2025-11-19,353.3,2,0.87,0,Lenovo,Taichung,Compliant,Ubuntu 22.04
ASSET_0603,Server,Retired,IT,,2021-04-12,5.0,2025-10-12,-191,Expired,2023-09-12,5784.77,12,2.4,1,HP,Hsinchu,Non-Compliant,RHEL 9
ASSET_0604,Monitor,Stock,Finance,,2021-06-28,4.8,2024-06-28,-662,Expired,,428.04,7,1.46,0,HP,Taipei,Non-Compliant,Not Applicable
ASSET_0605,Desktop,Retired,HR,,2023-09-20,2.6,2026-09-20,152,Active,2026-07-20,119.79,3,1.15,0,Lenovo,Other,Compliant,Windows 11
ASSET_0606,Server,In Use,Operations,User_343,2025-11-26,0.4,2029-11-26,1315,Active,2027-03-26,421.92,1,2.5,0,HP,Cloud,Compliant,VMware ESXi
ASSET_0607,Desktop,Stock,Finance,User_023,2021-06-05,4.9,2024-06-05,-685,Expired,2023-09-05,388.41,4,0.82,0,Dell,Taipei,Non-Compliant,Windows 11
ASSET_0608,Monitor,In Use,HR,User_374,2021-09-19,4.6,2024-09-19,-579,Expired,,330.37,4,0.87,0,Dell,Hsinchu,Non-Compliant,Not Applicable
ASSET_0609,Tablet,In Use,R&D,User_079,2025-05-21,0.9,2027-05-21,395,Active,2026-09-21,1397.95,1,1.11,1,Dell,Other,Compliant,iPadOS 18
ASSET_0610,Desktop,In Use,R&D,User_022,2021-07-21,4.8,2024-07-21,-639,Expired,2023-11-21,362.31,3,0.62,0,HP,Other,At Risk,Windows 10
ASSET_0611,Laptop,In Use,R&D,User_281,2023-04-04,3.0,2026-04-04,-17,Expired,2024-06-04,881.03,4,1.33,0,Dell,Taipei,Non-Compliant,Windows 10
ASSET_0612,Tablet,In Use,Sales,User_335,2025-12-09,0.4,2028-12-09,963,Active,2027-08-09,87.73,2,5.0,0,Apple,Hsinchu,Compliant,iPadOS 18
ASSET_0613,Laptop,Retired,HR,,2025-10-26,0.5,2028-10-26,919,Active,2027-06-26,167.66,2,4.0,0,Apple,Taipei,Compliant,macOS 14
ASSET_0614,Desktop,Retired,Finance,,2022-11-21,3.4,2025-11-21,-151,Expired,2023-12-21,2003.75,4,1.18,1,Apple,Other,Non-Compliant,macOS 15
ASSET_0615,Monitor,In Use,Finance,User_322,2024-10-29,1.5,2027-10-29,556,Active,,87.12,2,1.33,0,Apple,Taipei,Compliant,Not Applicable
ASSET_0616,Laptop,In Use,R&D,User_254,2023-11-28,2.4,2026-11-28,221,Active,2026-10-28,699.36,5,2.08,0,Apple,Hsinchu,At Risk,macOS 14
ASSET_0617,Monitor,In Use,R&D,User_282,2022-07-05,3.8,2025-07-05,-290,Expired,,575.4,6,1.58,0,Apple,Hsinchu,Non-Compliant,Not Applicable
ASSET_0618,Server,In Use,IT,,2024-01-23,2.2,2028-01-23,642,Active,2027-01-23,401.03,1,0.45,0,HP,Cloud,Compliant,Ubuntu 22.04
ASSET_0619,Monitor,In Use,HR,,2024-10-07,1.5,2027-10-07,534,Active,,111.5,0,0.0,0,Lenovo,Taipei,Compliant,Not Applicable
ASSET_0620,Tablet,In Use,HR,User_052,2026-02-07,0.2,2028-08-07,839,Active,2029-01-07,97.44,1,5.0,0,Apple,Other,Compliant,Win 11
ASSET_0621,Monitor,Stock,IT,User_106,2021-12-31,4.3,2025-06-30,-295,Expired,,422.92,4,0.93,0,Dell,Taichung,Non-Compliant,Not Applicable
ASSET_0622,Desktop,In Use,Sales,User_379,2021-02-01,5.2,2024-02-01,-810,Expired,2022-12-01,634.12,8,1.54,0,Dell,Taipei,Non-Compliant,Ubuntu 22.04
ASSET_0623,Monitor,Retired,Finance,,2022-09-16,3.6,2026-09-16,148,Active,,110.59,4,1.11,0,HP,Other,At Risk,Not Applicable
ASSET_0624,Laptop,In Use,HR,User_052,2022-09-24,3.6,2026-09-24,156,Active,,4650.73,3,0.83,1,HP,Taipei,Non-Compliant,Windows 11
ASSET_0625,Laptop,Decommissioned,R&D,,2020-03-01,6.1,2023-03-01,-1147,Expired,2022-09-01,1664.37,6,0.98,1,Dell,Taichung,Non-Compliant,Ubuntu 22.04
ASSET_0626,Server,In Use,R&D,User_253,2025-12-06,0.4,2029-12-06,1325,Active,2028-06-06,710.57,3,7.5,0,HP,Taipei,Compliant,RHEL 9
ASSET_0627,Desktop,In Use,Finance,User_008,2024-03-03,2.1,2027-03-03,316,Active,,218.69,1,0.48,0,Apple,Other,Compliant,macOS 13
ASSET_0628,Desktop,In Use,IT,User_169,2025-05-15,0.9,2028-05-15,755,Active,2026-12-15,829.56,1,1.11,0,Dell,Taipei,Compliant,Windows 11
